customerID,tenure,MonthlyCharges,SeniorCitizen,gender,Partner,Dependents,InternetService,Contract,PaperlessBilling,PaymentMethod,Churn,PhoneService,MultipleLines
f344f17e,18,93.44557835491376,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,Yes,Yes
1c6c08b1,17,37.37779236388974,0,Female,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
7f57228f,30,54.953813501131265,0,Male,Yes,Yes,DSL,One year,Yes,Credit card (automatic),No,No,Yes
ca857500,3,49.661406715357224,0,Male,No,No,DSL,Month-to-month,Yes,Electronic check,No,Yes,Yes
f5bd83cd,48,40.817886621687876,1,Female,No,No,DSL,Month-to-month,No,Mailed check,No,No,Yes
f257bf44,9,77.83297893793198,1,Male,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Yes
8fc18d6f,63,104.21817870693836,0,Female,Yes,No,Fiber optic,One year,Yes,Electronic check,No,Yes,No
840da772,0,85.12554122918004,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
a28edd1f,73,19.546734524332944,0,Male,Yes,Yes,No,Two year,No,Mailed check,No,No,Yes
aaeffa71,5,19.966379748874,0,Female,No,No,No,Month-to-month,No,Mailed check,No,Yes,No
b5c73f74,63,64.90217349987107,0,Male,No,No,DSL,Two year,No,Bank transfer (automatic),No,Yes,No
1896a37b,46,109.38634106765355,0,Female,Yes,Yes,Fiber optic,Two year,No,Mailed check,No,No,Yes
fdef5b3f,46,83.24818186968506,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,No,Yes
8f66ed80,69,93.4911615588302,0,Female,Yes,No,DSL,Two year,No,Credit card (automatic),No,Yes,Yes
bc7cd8eb,5,18.911255329482284,0,Male,No,No,No,Month-to-month,No,Mailed check,No,No,Yes
29c89a2b,63,102.32629333774098,0,Female,No,No,Fiber optic,Two year,No,Electronic check,No,No,Yes
27f301da,63,77.59193208790089,0,Female,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,No,No
17b1e884,72,75.49166304959734,0,Male,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,Yes,No
766b1b58,24,32.31044604709712,0,Male,No,No,DSL,Month-to-month,No,Electronic check,No,No,No
75650e26,0,20.551153874828657,0,Male,No,No,No,Month-to-month,No,Credit card (automatic),No,Yes,No
997388de,65,65.93535547424922,0,Male,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),No,Yes,Yes
e37c3779,12,113.0251490855409,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
1a998c44,61,89.6462161149787,0,Female,Yes,Yes,DSL,Two year,No,Credit card (automatic),No,No,Yes
989f9fad,42,52.67689209835008,0,Female,No,No,DSL,One year,Yes,Credit card (automatic),No,Yes,No
23326ac5,49,103.12221704663781,0,Male,Yes,Yes,Fiber optic,One year,Yes,Electronic check,No,No,No
b0071a47,38,19.2314764703768,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,Yes,No
e58dba44,3,91.81258321472596,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
8dcdb2d2,21,103.64268470683102,1,Male,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),No,No,Yes
d9384f50,29,54.14755832006973,0,Male,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,No
1d8c20b9,45,94.9373253882311,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
f7b9a184,17,60.70597918985658,0,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
b8be7bc5,54,75.52520297367694,1,Female,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,Yes,Yes
ca5d1c9f,0,64.21567061902556,1,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
a44d4cdf,45,19.837443997270302,0,Male,No,No,No,One year,Yes,Mailed check,No,Yes,No
b5aa7693,58,17.42199238379634,0,Male,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,Yes,No
05282b8c,22,18.508987705987217,0,Female,No,No,No,Month-to-month,Yes,Mailed check,No,Yes,Yes
06bd3ea3,43,101.54024342794317,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
3ec86e5e,4,17.416485466730634,0,Male,No,No,No,One year,No,Mailed check,No,No,No
dfa22708,16,65.1705900900986,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
cdca8925,24,71.41375398625145,0,Male,No,No,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
fd0afeab,41,20.840442568737842,0,Male,No,No,No,Two year,No,Mailed check,No,Yes,No
a1c05433,71,103.90429534479162,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
df9e073e,4,24.086930393733823,0,Female,No,No,DSL,Month-to-month,No,Electronic check,No,No,Yes
4eab04d1,36,84.899118653596,0,Male,No,No,Fiber optic,One year,No,Credit card (automatic),No,No,No
d133077b,68,108.69095656270095,0,Female,No,No,Fiber optic,Two year,Yes,Credit card (automatic),No,Yes,No
2ea37d26,30,104.57867535812416,0,Male,No,No,Fiber optic,One year,Yes,Electronic check,Yes,Yes,Yes
7f4292fe,15,54.0444700971492,0,Female,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
49549648,9,86.10029070049146,0,Female,No,No,Fiber optic,Month-to-month,No,Electronic check,Yes,Yes,Yes
44c7587a,8,71.2344766803294,0,Male,No,No,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
d236ac5d,39,106.25558230217773,0,Female,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,No
bead983b,21,94.31612308781878,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
b1dcf422,69,57.85053622988969,0,Female,No,No,DSL,One year,No,Credit card (automatic),No,No,No
6f95f9a9,46,73.38427211820573,0,Female,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
ed36e7fb,27,103.52935423677539,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
7cb73a57,8,68.37555995794904,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
7925a4cd,19,93.20778633805959,0,Male,No,No,Fiber optic,Month-to-month,No,Credit card (automatic),No,Yes,No
ab6a8b9e,10,94.403303838774,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
0420fff2,75,104.73923864734844,0,Female,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),No,Yes,No
75939845,32,63.10204480933051,0,Female,No,Yes,DSL,Two year,No,Credit card (automatic),No,Yes,Yes
3ec4aa12,25,24.60415245985896,1,Female,Yes,No,No,Month-to-month,No,Mailed check,No,No,No
f00be836,4,47.4822667958828,1,Male,No,No,DSL,Month-to-month,No,Electronic check,No,No,No
122fcbbe,0,70.68891190870507,0,Female,No,No,Fiber optic,Month-to-month,No,Electronic check,No,No,Yes
bcbaf5d2,30,92.78257545560014,0,Male,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),No,No,No
7c067625,15,99.19354995103745,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
57acc7ac,11,75.1286419650204,0,Male,No,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
a7b573ea,71,81.23130552510408,0,Male,Yes,No,DSL,Two year,No,Mailed check,No,Yes,No
f347b302,55,77.72186674121005,0,Male,No,Yes,DSL,Two year,Yes,Mailed check,No,No,Yes
29163930,66,108.35718392082836,1,Male,Yes,No,Fiber optic,One year,Yes,Electronic check,Yes,Yes,Yes
ff09b62d,68,21.178704866682942,0,Female,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,Yes,Yes
07c35be8,4,72.25958960657844,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
39f45af4,16,79.2795705824781,0,Male,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,Yes
943d4015,38,44.0551647949719,0,Female,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,No,No
4f73d7be,3,71.69366928739282,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
792cb26e,55,97.64878661210687,0,Male,Yes,No,Fiber optic,Month-to-month,No,Mailed check,No,No,Yes
4533e9a1,53,17.556873847630882,0,Male,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,Yes,Yes
56824df0,9,60.07968632914627,0,Female,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
f7d7945d,29,25.80361956433744,1,Female,Yes,No,No,Month-to-month,No,Mailed check,No,Yes,No
a34bceaa,30,94.70749508578992,0,Male,No,No,Fiber optic,One year,No,Bank transfer (automatic),No,Yes,Yes
5897569b,65,89.18178060489328,0,Male,No,No,DSL,Two year,No,Credit card (automatic),No,Yes,Yes
982998f0,11,88.23455866738067,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
f6ca5a57,25,88.16841936118398,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
3ca20abf,17,109.90623119644454,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
8e4b6935,10,82.66138670088034,1,Female,No,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),Yes,No,Yes
4a9b8285,62,26.364216022084353,0,Female,No,No,No,Two year,No,Bank transfer (automatic),No,Yes,Yes
8c5b7831,3,47.74490013695467,0,Female,No,No,DSL,Month-to-month,Yes,Mailed check,Yes,No,Yes
c6472780,70,63.22625909612445,0,Male,Yes,Yes,DSL,Two year,No,Credit card (automatic),No,No,Yes
3887f908,0,55.479269700351814,0,Female,No,No,DSL,Month-to-month,No,Electronic check,No,No,Yes
0bc48ebd,53,20.974119810943403,0,Female,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No,No,No
f8ce554d,54,19.97800561510413,0,Female,No,No,No,Two year,No,Mailed check,No,Yes,No
181dfc26,70,95.73375450853109,0,Male,No,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,No,Yes
77ad4d4c,30,93.82922530491466,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
fe579704,17,39.30238913913105,1,Male,No,No,DSL,Month-to-month,Yes,Mailed check,Yes,Yes,No
f4db5dac,71,89.3876252311077,1,Male,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),No,No,No
ca89f862,2,67.56413100930546,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
4f55dd66,33,81.28816935705663,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
ed187f5f,66,107.79802900588555,0,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,No
bed20c84,44,80.80589233814501,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
ea3d24c4,7,21.434759465262566,0,Male,Yes,Yes,No,Two year,No,Mailed check,No,No,No
26c29c5a,17,63.37688024654522,0,Female,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No
ecf6a05b,70,19.46158498043945,0,Male,No,No,No,Two year,Yes,Mailed check,No,Yes,Yes
c2f4cab7,15,92.13076375418763,0,Female,No,Yes,Fiber optic,Month-to-month,Yes,Mailed check,No,No,No
fce39cb3,0,52.50020769351129,0,Male,No,No,DSL,Month-to-month,Yes,Electronic check,Yes,No,Yes
49fd855f,25,90.09794505166457,1,Female,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,No,Yes
e8bc493b,60,24.59698876015151,0,Male,No,No,No,Two year,No,Bank transfer (automatic),No,No,No
eeffa2d6,33,99.47040965817585,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
0ca6af9f,31,89.82778493472762,0,Male,Yes,No,Fiber optic,One year,Yes,Electronic check,Yes,Yes,Yes
60d28fed,48,96.40110363580602,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
1533a2b4,63,103.06901067879828,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
b71dd5fe,44,104.32530844074816,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
ca65439a,13,105.49969603400466,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
fe12f49c,3,75.43416711521311,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
7b652c2f,25,44.82917603473649,0,Male,No,No,DSL,One year,Yes,Bank transfer (automatic),Yes,No,Yes
270fa5f7,3,20.211595155753116,0,Female,No,Yes,No,Month-to-month,No,Credit card (automatic),No,Yes,No
0abaf047,10,54.3526917644564,0,Female,Yes,Yes,DSL,One year,No,Bank transfer (automatic),No,Yes,No
6c49e30d,57,96.57437355028404,0,Female,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),No,No,Yes
db888b43,62,92.95165002643283,0,Male,No,No,Fiber optic,One year,No,Electronic check,No,No,Yes
e991f095,36,108.87944535761642,0,Female,No,Yes,Fiber optic,Two year,Yes,Credit card (automatic),No,Yes,No
1d83d8a2,48,85.96039991745201,1,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No
6663c560,7,103.67966411622308,1,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Yes
9f845660,67,118.36558808422497,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,Yes
3d43d86e,2,48.924586322458,0,Female,No,No,DSL,Month-to-month,No,Bank transfer (automatic),No,Yes,No
6a7f7a43,58,48.107874179468894,0,Male,No,No,DSL,One year,No,Mailed check,No,No,Yes
a1315538,61,36.54906223401283,0,Male,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes
9459f851,33,21.4500180063039,0,Male,No,Yes,No,Two year,No,Mailed check,No,No,Yes
fc1b0a8c,73,114.23229257454788,0,Male,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),No,No,No
b6b4e9fb,23,48.12433655655866,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,No,Yes,Yes
e0ec2b5b,64,87.40474459787133,0,Female,Yes,No,Fiber optic,One year,Yes,Mailed check,No,Yes,No
1a9760d5,2,18.280150668109385,0,Female,No,No,No,Month-to-month,Yes,Mailed check,No,No,Yes
62c9180e,64,52.04749535724931,0,Male,No,No,DSL,One year,Yes,Bank transfer (automatic),No,No,No
3fe99805,0,53.73974502016539,0,Female,Yes,No,DSL,Month-to-month,Yes,Mailed check,No,Yes,Yes
db85624d,69,66.97561840488855,1,Male,Yes,No,DSL,Two year,No,Bank transfer (automatic),No,Yes,Yes
6d8a05c6,6,86.65306691919623,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
b0876c4a,49,88.35799657966201,0,Male,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,Yes,Yes
972fcad9,71,24.11448332569237,0,Female,No,No,No,Two year,No,Credit card (automatic),No,No,No
70218871,13,66.95038263179461,0,Female,No,No,DSL,Month-to-month,Yes,Mailed check,No,No,Yes
d44bd1d8,51,92.11291808605692,0,Female,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,Yes
45457b98,31,83.62774830602059,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,No,No
f681a472,56,54.47966524133396,0,Female,Yes,No,DSL,Two year,No,Mailed check,No,No,Yes
0dee3d43,5,22.50047013622416,0,Male,No,No,No,Month-to-month,No,Mailed check,No,Yes,Yes
f00a53b9,38,53.95807024137133,0,Female,No,No,DSL,One year,Yes,Credit card (automatic),No,No,Yes
fc988e2f,43,26.484012446669254,0,Female,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,Yes,No
4438a77e,67,104.25877844937018,1,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,Yes
d521aead,59,125.4240567922267,0,Male,No,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,Yes
13f0461c,61,18.258313242823824,0,Female,Yes,Yes,No,Two year,Yes,Mailed check,No,Yes,Yes
d53fa092,3,71.22176990125914,0,Female,No,No,DSL,One year,No,Credit card (automatic),No,No,Yes
817698ee,4,87.72494111787631,0,Male,No,No,Fiber optic,Month-to-month,No,Mailed check,Yes,Yes,No
666fd37c,65,37.10634728589118,0,Male,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
6fc8f326,42,54.87891821141236,1,Female,No,No,DSL,Month-to-month,No,Electronic check,No,Yes,Yes
ddcec75b,73,125.05104256620545,0,Male,Yes,No,Fiber optic,Two year,No,Credit card (automatic),No,No,Yes
89d89ab7,13,74.68029787229965,0,Female,No,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes
7d63e764,7,20.31594454879569,0,Female,No,No,No,Month-to-month,No,Mailed check,No,Yes,Yes
0030542a,45,32.16895600065108,1,Female,No,No,DSL,One year,No,Electronic check,No,Yes,No
a1b1e646,63,108.27108085045067,1,Male,Yes,Yes,Fiber optic,One year,Yes,Electronic check,No,No,No
43b38b60,16,91.86295358084304,0,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,No
ead985ff,41,93.90436428184928,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
52e25cc5,2,66.91092469897677,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
63732e88,69,86.49313384870916,1,Male,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,No,No
7f380a69,11,39.611294126669286,0,Female,No,No,DSL,Month-to-month,No,Electronic check,No,No,No
a6c57855,57,18.549885746481674,0,Male,Yes,Yes,No,Two year,No,Mailed check,No,No,No
a3199cbd,28,59.750202729589724,0,Male,No,No,DSL,Two year,Yes,Mailed check,No,No,No
1756fb23,41,94.94868133186581,1,Male,No,No,Fiber optic,Month-to-month,No,Electronic check,No,No,Yes
ebe5da40,44,78.33116279180629,0,Male,Yes,No,DSL,Two year,No,Electronic check,No,No,No
dd4ce164,69,56.54969664409803,0,Female,No,No,DSL,One year,Yes,Credit card (automatic),No,No,Yes
29ce4e05,18,70.54298684682011,0,Male,No,No,DSL,Month-to-month,Yes,Electronic check,No,No,Yes
dada1ee4,34,85.59477461187724,0,Male,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),No,No,No
1c7888aa,32,27.251666216436707,0,Male,No,No,No,Month-to-month,Yes,Electronic check,No,Yes,Yes
72f09843,18,91.98045805674244,0,Female,No,No,DSL,Month-to-month,No,Mailed check,No,No,No
9565cace,56,94.04390084299995,0,Female,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),Yes,Yes,No
39dec236,59,97.81587108952412,1,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,Yes
3c71242c,69,118.15522099563408,0,Male,Yes,No,Fiber optic,One year,No,Credit card (automatic),No,Yes,Yes
e86782b6,13,69.84930051662879,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
69578349,63,117.80173535683386,0,Female,Yes,No,Fiber optic,One year,Yes,Electronic check,Yes,Yes,No
3cbe27c6,58,90.50061945402588,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
c9c42c3c,1,36.77411593381626,0,Male,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Yes
f7ed946f,42,31.205453349330952,1,Female,No,No,DSL,One year,No,Electronic check,No,Yes,Yes
203960e2,65,111.81262688635618,0,Male,Yes,No,Fiber optic,One year,No,Electronic check,Yes,Yes,Yes
23ff22b8,30,95.43673607307579,1,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
031c9d9e,8,48.666464944930716,0,Female,No,No,DSL,Month-to-month,No,Bank transfer (automatic),No,No,Yes
adff6516,36,85.99218815353863,0,Male,No,No,Fiber optic,Two year,No,Bank transfer (automatic),No,No,No
02ff8b8e,5,41.43262434279643,1,Female,No,No,DSL,Month-to-month,No,Electronic check,No,Yes,No
9461b42b,18,99.97449345681657,0,Male,Yes,Yes,Fiber optic,One year,Yes,Electronic check,Yes,Yes,No
40540cd9,1,76.42856336150399,1,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
c9c49c19,11,74.5607270036374,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Yes
ce1fc668,15,79.04669084084783,0,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
e016e207,62,59.57624960431366,0,Female,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),No,Yes,No
ffefce6c,71,23.152004869715253,0,Male,Yes,Yes,No,Two year,No,Credit card (automatic),No,Yes,No
06cbaf10,30,20.276000268149264,0,Female,No,No,No,Two year,Yes,Mailed check,No,Yes,Yes
af896413,6,46.6584003953657,0,Female,No,No,DSL,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes
21d1fe7e,18,93.36338036350635,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
68cb80d9,53,58.49323587126374,0,Female,Yes,No,DSL,One year,Yes,Mailed check,No,Yes,Yes
08d9ee0e,3,33.84095106448422,1,Female,No,No,DSL,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
83b5b459,55,65.96897191160265,0,Male,No,No,DSL,One year,Yes,Electronic check,No,Yes,Yes
ab884120,54,19.176219360323763,0,Female,No,No,No,One year,No,Mailed check,No,Yes,Yes
26cb045a,5,23.0834353488822,0,Female,No,No,No,One year,No,Electronic check,No,No,No
5a14c1a1,3,24.550869516196162,0,Male,Yes,No,No,One year,No,Mailed check,No,Yes,No
cc4b4c69,5,64.04690380744407,0,Female,No,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No
b939e695,52,117.07538135293937,0,Male,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),Yes,No,No
658d77ca,57,86.3972240199054,0,Female,Yes,No,DSL,Two year,Yes,Electronic check,No,No,Yes
aa2f8880,66,100.07066700984747,0,Male,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,Yes
2d12c722,13,67.39857375356245,1,Male,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,No,Yes
1cffc1e4,68,82.8718446187161,0,Male,No,Yes,Fiber optic,One year,Yes,Credit card (automatic),No,No,Yes
949bc162,36,91.52600708913408,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
51862bbe,72,79.77753969860127,0,Male,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,Yes,Yes
a692f0bb,43,97.95525560455732,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
e0cfaa96,18,21.23075989747555,0,Male,Yes,Yes,No,One year,No,Bank transfer (automatic),No,No,Yes
536434ea,0,67.38445149122727,0,Female,No,No,Fiber optic,Month-to-month,No,Electronic check,No,Yes,No
d47120c7,8,84.28866149492197,0,Male,No,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),Yes,No,No
f5777b05,0,75.62719534419865,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
24c54322,52,97.90025697450234,0,Female,Yes,No,Fiber optic,One year,No,Electronic check,Yes,Yes,No
6afcc549,5,90.28075532406135,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
07cf78f7,19,96.19440451631408,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
e6acf2c4,15,60.599822720327325,1,Male,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
2c8fe9de,4,67.57146216393832,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Yes
c9ec7602,67,63.60759213306572,0,Female,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,No,Yes
2f22a853,33,89.65632051373511,0,Male,No,Yes,DSL,One year,No,Credit card (automatic),No,Yes,Yes
5d88f5df,1,20.318373651468576,0,Female,No,No,No,Month-to-month,No,Credit card (automatic),No,Yes,No
b9ceead3,10,93.22141731231498,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
fc74b710,51,93.352738227753,1,Male,No,No,Fiber optic,One year,Yes,Electronic check,No,No,Yes
6a8df398,2,24.46605266804071,0,Male,No,Yes,DSL,Month-to-month,No,Electronic check,Yes,Yes,No
02719270,47,21.76897795181843,0,Male,No,No,No,Two year,No,Credit card (automatic),No,Yes,No
574fd4d0,35,90.92873841890602,0,Male,No,Yes,DSL,One year,No,Credit card (automatic),No,No,Yes
c9653d77,24,110.6011923067818,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,No,No
b5010a00,66,119.23907132922048,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,No
14128ba2,53,60.55459240397941,0,Male,Yes,No,DSL,Two year,No,Credit card (automatic),No,Yes,No
875565e1,11,19.778910270907776,0,Male,Yes,Yes,No,One year,No,Credit card (automatic),No,Yes,No
a95d3d70,52,98.19547105565356,0,Female,Yes,No,Fiber optic,One year,Yes,Electronic check,No,No,Yes
a887e227,3,44.29278226972183,1,Male,No,No,DSL,Month-to-month,No,Credit card (automatic),No,Yes,No
26c860e6,32,92.60260404318365,0,Male,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),No,Yes,Yes
dbddb972,6,81.54243295404517,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
01a7078c,0,69.35641034461823,0,Female,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,Yes
03381aae,5,101.58597002757276,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
3b1f80b3,5,49.12748836009772,0,Male,No,No,DSL,Month-to-month,No,Credit card (automatic),Yes,Yes,No
fab4546f,29,87.89638921649768,0,Male,No,No,Fiber optic,Month-to-month,No,Electronic check,No,No,No
ce2a54fc,2,36.760615743167605,0,Female,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
ce491029,33,105.80632496480186,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes
29d79492,0,76.24694969116337,0,Male,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,No
04918a7b,59,88.32026111504075,0,Female,No,No,Fiber optic,Month-to-month,No,Mailed check,No,No,Yes
99244326,33,19.934095221524238,0,Female,Yes,Yes,No,One year,No,Mailed check,No,Yes,No
f0b63a70,20,22.509018275193295,0,Male,No,Yes,No,Month-to-month,No,Mailed check,No,Yes,Yes
140f4d5d,67,21.320481126383893,0,Male,Yes,Yes,No,Two year,Yes,Mailed check,No,Yes,Yes
0c76bac9,44,92.51558768598633,0,Female,No,No,Fiber optic,One year,No,Bank transfer (automatic),No,Yes,No
37a084c0,69,55.49754797299027,0,Female,Yes,No,DSL,Two year,No,Bank transfer (automatic),No,Yes,No
a9f6cf51,1,64.70594516406803,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,No,Yes,No
e4bf2b29,54,100.75848399565345,0,Female,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),Yes,Yes,Yes
